,schedule,fcj,csv,total_difference,worst_manoeuvre,worst_elm,worst_elm_difference,whiten,scaling,dtw_dist,speed_factor,heading,speed,exponent
56,P23,manual_F3A_P23_21_10_10_00000098.json,manual_F3A_P23_21_10_10_00000098_raw_global_0.4.csv,662.43,Et,84,36.23999999999998,False,global,5154.669305497071,0.4,4.241109926767911,2.8811552424775835,0.20417723538671417
57,P23,manual_F3A_P23_21_10_10_00000098.json,manual_F3A_P23_21_10_10_00000098_raw_global_0.6000000000000001.csv,31.3690000000002,loop,158,7.639999999999986,False,global,3514.6122388800322,0.6000000000000001,4.241109926767911,2.8811552424775835,0.20417723538671417
58,P23,manual_F3A_P23_21_10_10_00000098.json,manual_F3A_P23_21_10_10_00000098_raw_global_0.8.csv,16.646000000000143,rc,59,2.3999999999999773,False,global,2770.275409615641,0.8,4.241109926767911,2.8811552424775835,0.20417723538671417
59,P23,manual_F3A_P23_21_10_10_00000098.json,manual_F3A_P23_21_10_10_00000098_raw_global_1.0.csv,14.728000000000065,rc,59,2.3589999999999804,False,global,2419.0621062904447,1.0,4.241109926767911,2.8811552424775835,0.20417723538671417
60,P23,manual_F3A_P23_21_10_10_00000098.json,manual_F3A_P23_21_10_10_00000098_raw_global_1.2000000000000002.csv,16.927999999999898,rc,59,2.3589999999999804,False,global,2419.484489008332,1.2000000000000002,4.241109926767911,2.8811552424775835,0.20417723538671417
61,P23,manual_F3A_P23_21_10_10_00000098.json,manual_F3A_P23_21_10_10_00000098_raw_global_1.4000000000000004.csv,32.97099999999991,figM,104,4.240000000000009,False,global,2679.97650639884,1.4000000000000004,4.241109926767911,2.8811552424775835,0.20417723538671417
62,P23,manual_F3A_P23_21_10_10_00000098.json,manual_F3A_P23_21_10_10_00000098_raw_global_1.6.csv,47.52199999999969,figM,104,4.317999999999984,False,global,3088.900696040933,1.6,4.241109926767911,2.8811552424775835,0.20417723538671417
63,F21,manual_F3A_F21_21_09_01_00000018.json,manual_F3A_F21_21_09_01_00000018_raw_global_0.4.csv,3618.9289999999996,hB,47,82.12099999999998,False,global,8640.87294478426,0.4,3.304467543239949,9.375948437556973,0.16072604597200574
64,F21,manual_F3A_F21_21_09_01_00000018.json,manual_F3A_F21_21_09_01_00000018_raw_global_0.6000000000000001.csv,370.4440000000001,square,165,23.319999999999993,False,global,5914.128548476543,0.6000000000000001,3.304467543239949,9.375948437556973,0.16072604597200574
65,F21,manual_F3A_F21_21_09_01_00000018.json,manual_F3A_F21_21_09_01_00000018_raw_global_0.8.csv,332.84299999999996,square,165,23.319999999999993,False,global,4971.724940017086,0.8,3.304467543239949,9.375948437556973,0.16072604597200574
66,F21,manual_F3A_F21_21_09_01_00000018.json,manual_F3A_F21_21_09_01_00000018_raw_global_1.0.csv,191.92600000000002,square,165,16.80000000000001,False,global,4234.55711830524,1.0,3.304467543239949,9.375948437556973,0.16072604597200574
67,F21,manual_F3A_F21_21_09_01_00000018.json,manual_F3A_F21_21_09_01_00000018_raw_global_1.2000000000000002.csv,200.6009999999998,square,156,14.240000000000009,False,global,3757.1015840378145,1.2000000000000002,3.304467543239949,9.375948437556973,0.16072604597200574
68,F21,manual_F3A_F21_21_09_01_00000018.json,manual_F3A_F21_21_09_01_00000018_raw_global_1.4000000000000004.csv,26.51799999999986,golf,5,3.8799999999999955,False,global,3430.968681338822,1.4000000000000004,3.304467543239949,9.375948437556973,0.16072604597200574
69,F21,manual_F3A_F21_21_09_01_00000018.json,manual_F3A_F21_21_09_01_00000018_raw_global_1.6.csv,42.520999999999965,9,70,8.321000000000026,False,global,3758.3791828848134,1.6,3.304467543239949,9.375948437556973,0.16072604597200574
70,P23,manual_F3A_P23_21_10_17_00000102.json,manual_F3A_P23_21_10_17_00000102_raw_global_0.4.csv,2951.5280000000002,loop,158,75.96000000000004,False,global,6868.118118449014,0.4,3.4756641219627133,-7.336372354063471,0.4098042867241566
