radial_position,radius,track,roll_angle,speed
0.0,63.53828721548741,-0.08627645339850006,-0.03378246205353574,24.737809021795954
0.01576500980000351,63.525225932748256,-0.08505633307651812,-0.02949773457039157,24.805658976673378
0.031638300877591875,63.515935714649494,-0.08287458130390046,-0.02603851401014019,24.904610475485523
0.04754577611547406,63.50323649987241,-0.08053922065915368,-0.024125080348354883,25.022423175643304
0.06350587811426646,63.48163257483536,-0.07861721077425045,-0.02157435991354343,25.1634571172491
0.07954205533234354,63.44677104630773,-0.07639718791434137,-0.015457870894567124,25.34072456272904
0.09574472017944301,63.39934505519093,-0.07436698451363807,-0.01277934498927781,25.50104704240487
0.11209297538005492,63.34385037072546,-0.07366822948933821,-0.012137886210402859,25.639023948685427
0.12850374645396967,63.283367682227926,-0.07365419705161583,-0.0076485337461569105,25.776595016006926
0.14497571910509113,63.22016312060386,-0.07341429096469744,-0.00318044189020133,25.896211008803682
0.16150657818422742,63.15637593266236,-0.07343896243305087,0.00048525543529522806,26.00487083562245
0.17820175600450067,63.08652868636024,-0.07389965156925526,0.005041584247141967,26.11246398180123
0.19505059525203003,63.01235992707364,-0.0739829680423905,0.00865933889050642,26.2245718704774
0.21195404266160636,62.93969162371968,-0.07465581711584551,0.013469088312517398,26.34649185724612
0.22891727706155757,62.86859815321265,-0.07520628186911706,0.014036888838805696,26.46283349308874
0.24594479141676046,62.79828071175182,-0.07737189327617523,0.014685191551643353,26.597523073180938
0.26314294570363056,62.72540351952664,-0.0778450470309051,0.016946562229231344,26.724729738524815
0.2804925815967889,62.651324081313035,-0.07791742840424681,0.019478782929095526,26.84119631090051
0.2978944258431885,62.5798085643003,-0.07796719458176224,0.022581787673842772,26.954337676581776
0.31534802799157774,62.51241912951111,-0.07768552961441219,0.024433102744856237,27.051513401679816
0.3328535167011772,62.45002302686371,-0.07849244183406075,0.02466939125532868,27.150891858783655
0.35096166862441086,62.38926743457102,-0.07791328018755495,0.027028666392480156,27.25203498896202
0.36878488683404553,62.333164040712155,-0.07619530550874988,0.030064516508290874,27.34124713316612
0.38664415928147355,62.28231057610764,-0.07432935293890872,0.03508286623797828,27.44856419600179
0.4045506959263776,62.233470927395956,-0.07195749357662781,0.037175610965073276,27.564177300573256
0.42251278529159136,62.18394687892722,-0.06990537569590584,0.03804708027147995,27.687352953672153
0.44064475649147683,62.130550725686604,-0.0670688350719667,0.039256718602852146,27.823609707741678
0.4589337572386148,62.07319247530925,-0.06356917709746779,0.04055137505693948,27.953698007418765
0.47727952465886725,62.01394394957642,-0.06060635627665521,0.04150277314780972,28.087509241234642
0.49568395587674846,61.9533911156536,-0.05777826599842531,0.04319973336203884,28.21338932013783
0.5141550910476729,61.891007870043076,-0.0533032257424161,0.04330600747178906,28.345666987588096
0.5328126625402626,61.82421801721853,-0.0499023687438594,0.04294512123514007,28.48376048054445
0.5516388801590247,61.753170023817724,-0.04576043025068843,0.04176940624892667,28.620380280425866
0.5705248117366643,61.68070536095237,-0.04149145488846018,0.04409840654408846,28.75175092148774
0.5894730482141574,61.60798018111551,-0.03662534412710693,0.04642002273214147,28.872620991989667
0.6084862504983739,61.536830139236386,-0.031728109338410304,0.049544860446756225,28.985974065509208
0.627672300920024,61.4668553028316,-0.028214966440264992,0.049966765234913994,29.085749661088304
0.6470046206449744,61.39869248080684,-0.023986318703432492,0.05227469781795116,29.180136870864505
0.6663712579904709,61.33338996223545,-0.019604494867135412,0.056941184703255335,29.266872405199777
0.6857703015316499,61.27000214124883,-0.01473763231639937,0.06091876769195993,29.34481016289168
0.7052054361682285,61.20857718554111,-0.010142456028946957,0.0646947694528324,29.432500881330263
0.7247885800941755,61.14750161259976,-0.005403894659776375,0.06758969068153707,29.528187910650537
0.7445039602717884,61.08653529234058,-0.00021577665282634348,0.06977448079780663,29.610060359942814
0.7642375820045556,61.02886717636034,0.005600303972488034,0.07481422768367726,29.67648582973709
0.7839928444801326,60.97669173739706,0.011450595943310217,0.08071793791671489,29.748703398872763
0.8037734784097589,60.93008087309442,0.017230994686191527,0.08683288033105056,29.819266016573582
0.8236742158293369,60.88731890347963,0.023747611043392233,0.09351545699990806,29.88461126549947
0.8436778681939252,60.84926167469715,0.030794038159316122,0.09869979260799026,29.955080374229997
0.8636923506204522,60.817514470186225,0.03765814475720184,0.10388628641412545,30.03211419006859
0.8837202705566559,60.79066045687145,0.044443925180079315,0.10806354081728477,30.106844961862876
0.9037640835535958,60.766505409594394,0.05125830756239143,0.11208557202596484,30.184548198359057
0.9239106237745145,60.744716611996125,0.05833520407912939,0.11723336584867189,30.274227965449516
0.9441549954108466,60.72472990251052,0.06508688459075423,0.12266685319773481,30.374555551667303
0.9644191822292003,60.70454339296611,0.0713891276526504,0.12749224886369884,30.474447506826998
0.9847080983572162,60.68308415594803,0.07799162745339762,0.13299505452486274,30.576533552713947
1.0050306984609316,60.66107511448916,0.08432872314181554,0.13895723737950166,30.690750524546697
1.0254754996212203,60.6390932152927,0.09027123651469753,0.14323234648505534,30.810700044566907
1.0460328491867241,60.61602979928692,0.09595297179113513,0.14780088474091266,30.929373211528077
1.0666217496198,60.59184177558008,0.10155246062726637,0.15305220159633456,31.047317001118312
1.0872515944195957,60.56813226801983,0.10642533723840528,0.15794371743620014,31.17094613806866
1.1079308934719683,60.54506714312406,0.11038657845822922,0.16130499089462727,31.293501570361894
1.1292535928733416,60.51982195584636,0.11381952774943778,0.16620907128358753,31.413796650829582
1.1501779429325436,60.49469361539744,0.11794963276054392,0.17313244762778843,31.531651713242795
